nodes/id,nodes/class_name,nodes/properties/0,nodes/properties/1,nodes/properties/2,nodes/states/0,nodes/properties/3,nodes/properties/4,nodes/properties/5,nodes/states/1
49,washingmachine,RECIPIENT,CAN_OPEN,HAS_SWITCH,CLOSED,CONTAINERS,HAS_PLUG,,OFF
50,kitchen,,,,,,,,
51,floor,SURFACES,,,,,,,
52,floor,SURFACES,,,,,,,
53,floor,SURFACES,,,,,,,
54,floor,SURFACES,,,,,,,
55,floor,SURFACES,,,,,,,
56,floor,SURFACES,,,,,,,
57,floor,SURFACES,,,,,,,
58,floor,SURFACES,,,,,,,
59,floor,SURFACES,,,,,,,
60,ceiling,,,,,,,,
61,ceiling,,,,,,,,
62,ceiling,,,,,,,,
63,ceiling,,,,,,,,
64,ceiling,,,,,,,,
65,ceiling,,,,,,,,
66,ceiling,,,,,,,,
67,ceiling,,,,,,,,
68,ceiling,,,,,,,,
69,door,CAN_OPEN,,,OPEN,,,,
70,door,CAN_OPEN,,,OPEN,,,,
71,wall,,,,,,,,
72,wall,,,,,,,,
73,wall,,,,,,,,
74,wall,,,,,,,,
75,wall,,,,,,,,
76,wall,,,,,,,,
77,wall,,,,,,,,
78,wall,,,,,,,,
79,wallphone,GRABBABLE,HAS_SWITCH,HAS_PLUG,OFF,MOVABLE,,,
80,powersocket,,,,,,,,
81,lightswitch,HAS_SWITCH,HAS_PLUG,,ON,,,,
82,cutleryknife,GRABBABLE,MOVABLE,,,,,,
83,cutleryknife,GRABBABLE,MOVABLE,,,,,,
84,knifeblock,,,,,,,,
85,fryingpan,SURFACES,GRABBABLE,RECIPIENT,,CONTAINERS,MOVABLE,,
86,cookingpot,GRABBABLE,RECIPIENT,CAN_OPEN,CLOSED,MOVABLE,,,
87,book,GRABBABLE,CUTTABLE,CAN_OPEN,CLOSED,READABLE,HAS_PAPER,MOVABLE,
88,book,GRABBABLE,CUTTABLE,CAN_OPEN,CLOSED,READABLE,HAS_PAPER,MOVABLE,
89,dishbowl,GRABBABLE,RECIPIENT,MOVABLE,,,,,
90,dishbowl,GRABBABLE,RECIPIENT,MOVABLE,,,,,
91,dishbowl,GRABBABLE,RECIPIENT,MOVABLE,,,,,
92,dishbowl,GRABBABLE,RECIPIENT,MOVABLE,,,,,
93,dishbowl,GRABBABLE,RECIPIENT,MOVABLE,,,,,
94,plate,SURFACES,GRABBABLE,RECIPIENT,,MOVABLE,,,
95,plate,SURFACES,GRABBABLE,RECIPIENT,,MOVABLE,,,
96,plate,SURFACES,GRABBABLE,RECIPIENT,,MOVABLE,,,
97,plate,SURFACES,GRABBABLE,RECIPIENT,,MOVABLE,,,
98,dishwashingliquid,GRABBABLE,POURABLE,MOVABLE,,CREAM,,,
99,condimentshaker,GRABBABLE,EATABLE,POURABLE,,MOVABLE,,,
100,condimentshaker,GRABBABLE,EATABLE,POURABLE,,MOVABLE,,,
101,plate,SURFACES,GRABBABLE,RECIPIENT,,MOVABLE,,,
102,plate,SURFACES,GRABBABLE,RECIPIENT,,MOVABLE,,,
103,clothespile,GRABBABLE,CAN_OPEN,CONTAINERS,CLOSED,MOVABLE,,,
104,clothespile,GRABBABLE,CAN_OPEN,CONTAINERS,CLOSED,MOVABLE,,,
105,clothespile,GRABBABLE,CAN_OPEN,CONTAINERS,CLOSED,MOVABLE,,,
106,clothespile,GRABBABLE,CAN_OPEN,CONTAINERS,CLOSED,MOVABLE,,,
107,garbagecan,CAN_OPEN,CONTAINERS,MOVABLE,CLOSED,,,,
108,plate,SURFACES,GRABBABLE,RECIPIENT,,MOVABLE,,,
109,cellphone,GRABBABLE,HAS_SWITCH,HAS_PLUG,OFF,MOVABLE,,,
110,towel,GRABBABLE,COVER_OBJECT,MOVABLE,,,,,
111,washingsponge,GRABBABLE,MOVABLE,,,,,,
112,wallpictureframe,GRABBABLE,HANGABLE,HAS_PAPER,,MOVABLE,,,
113,rug,SURFACES,GRABBABLE,SITTABLE,,LIEABLE,MOVABLE,,
114,pillow,GRABBABLE,MOVABLE,,,,,,
115,pillow,GRABBABLE,MOVABLE,,,,,,
116,pillow,GRABBABLE,MOVABLE,,,,,,
117,pillow,GRABBABLE,MOVABLE,,,,,,
118,pillow,GRABBABLE,MOVABLE,,,,,,
119,pillow,GRABBABLE,MOVABLE,,,,,,
120,candle,GRABBABLE,HAS_SWITCH,MOVABLE,OFF,,,,
121,wallpictureframe,GRABBABLE,HANGABLE,HAS_PAPER,,MOVABLE,,,
122,wallpictureframe,GRABBABLE,HANGABLE,HAS_PAPER,,MOVABLE,,,
123,candle,GRABBABLE,HAS_SWITCH,MOVABLE,OFF,,,,
124,bench,SURFACES,SITTABLE,LIEABLE,,MOVABLE,,,
125,kitchentable,SURFACES,MOVABLE,,,,,,
126,bench,SURFACES,SITTABLE,LIEABLE,,MOVABLE,,,
127,tvstand,SURFACES,MOVABLE,,,,,,
128,kitchencabinet,SURFACES,CAN_OPEN,CONTAINERS,CLOSED,,,,
129,kitchencabinet,SURFACES,CAN_OPEN,CONTAINERS,CLOSED,,,,
130,kitchencabinet,SURFACES,CAN_OPEN,CONTAINERS,CLOSED,,,,
131,kitchencabinet,SURFACES,CAN_OPEN,CONTAINERS,CLOSED,,,,
132,kitchencabinet,SURFACES,CAN_OPEN,CONTAINERS,CLOSED,,,,
133,kitchencabinet,SURFACES,CAN_OPEN,CONTAINERS,CLOSED,,,,
134,kitchencabinet,SURFACES,CAN_OPEN,CONTAINERS,CLOSED,,,,
135,kitchencabinet,SURFACES,CAN_OPEN,CONTAINERS,CLOSED,,,,
136,kitchencounter,SURFACES,,,CLOSED,,,,
137,kitchencounterdrawer,,,,,,,,
138,kitchencounterdrawer,,,,,,,,
139,kitchencounterdrawer,,,,,,,,
140,kitchencounterdrawer,,,,,,,,
141,kitchencounterdrawer,,,,,,,,
142,kitchencounterdrawer,,,,,,,,
143,kitchencounterdrawer,,,,,,,,
144,kitchencounterdrawer,,,,,,,,
145,sink,RECIPIENT,CONTAINERS,,,,,,
146,faucet,HAS_SWITCH,,,OFF,,,,
147,kitchencounter,SURFACES,,,CLOSED,,,,
148,kitchencounter,SURFACES,,,CLOSED,,,,
149,bookshelf,SURFACES,CONTAINERS,,,,,,
150,stovefan,,,,,,,,
151,fridge,CAN_OPEN,HAS_SWITCH,CONTAINERS,CLOSED,HAS_PLUG,,,
152,stove,SURFACES,CAN_OPEN,HAS_SWITCH,OFF,CONTAINERS,,,CLOSED
153,oventray,SURFACES,GRABBABLE,MOVABLE,,,,,
154,dishwasher,CAN_OPEN,HAS_SWITCH,CONTAINERS,CLOSED,,,,OFF
155,coffeemaker,RECIPIENT,CAN_OPEN,HAS_SWITCH,OFF,CONTAINERS,HAS_PLUG,MOVABLE,
156,coffeepot,GRABBABLE,RECIPIENT,CAN_OPEN,CLOSED,MOVABLE,,,
157,toaster,HAS_SWITCH,CONTAINERS,HAS_PLUG,OFF,MOVABLE,,,
158,breadslice,GRABBABLE,EATABLE,CUTTABLE,,MOVABLE,,,
159,breadslice,GRABBABLE,EATABLE,CUTTABLE,,MOVABLE,,,
160,microwave,CAN_OPEN,HAS_SWITCH,CONTAINERS,CLOSED,HAS_PLUG,,,OFF
161,plate,SURFACES,GRABBABLE,RECIPIENT,,MOVABLE,,,
162,ceilinglamp,,,,,,,,
163,ceilinglamp,,,,,,,,
164,walllamp,,,,,,,,
165,walllamp,,,,,,,,
166,walllamp,,,,,,,,
167,chicken,GRABBABLE,MOVABLE,,,,,,
168,cutlets,GRABBABLE,MOVABLE,,,,,,
169,apple,GRABBABLE,MOVABLE,,,,,,
170,apple,GRABBABLE,MOVABLE,,,,,,
171,apple,GRABBABLE,MOVABLE,,,,,,
172,apple,GRABBABLE,MOVABLE,,,,,,
173,apple,GRABBABLE,MOVABLE,,,,,,
174,apple,GRABBABLE,MOVABLE,,,,,,
175,apple,GRABBABLE,MOVABLE,,,,,,
176,apple,GRABBABLE,MOVABLE,,,,,,
177,apple,GRABBABLE,MOVABLE,,,,,,
178,apple,GRABBABLE,MOVABLE,,,,,,
179,apple,GRABBABLE,MOVABLE,,,,,,
180,dishbowl,GRABBABLE,RECIPIENT,MOVABLE,,,,,
181,creamybuns,GRABBABLE,EATABLE,CUTTABLE,,MOVABLE,,,
182,creamybuns,GRABBABLE,EATABLE,CUTTABLE,,MOVABLE,,,
183,chips,GRABBABLE,MOVABLE,,,,,,
184,chips,GRABBABLE,MOVABLE,,,,,,
185,chocolatesyrup,GRABBABLE,EATABLE,CUTTABLE,,MOVABLE,,,
186,poundcake,GRABBABLE,EATABLE,MOVABLE,,,,,
187,bottlewater,DRINKABLE,POURABLE,,,,,,
188,cereal,GRABBABLE,EATABLE,MOVABLE,,,,,
189,milk,GRABBABLE,DRINKABLE,POURABLE,CLOSED,CAN_OPEN,MOVABLE,,
190,salad,GRABBABLE,EATABLE,CUTTABLE,,MOVABLE,,,
191,salmon,GRABBABLE,MOVABLE,,,,,,
192,cupcake,GRABBABLE,EATABLE,MOVABLE,,,,,
193,bedroom,,,,,,,,
194,floor,SURFACES,,,,,,,
195,floor,SURFACES,,,,,,,
196,floor,SURFACES,,,,,,,
197,floor,SURFACES,,,,,,,
198,floor,SURFACES,,,,,,,
199,floor,SURFACES,,,,,,,
200,floor,SURFACES,,,,,,,
201,floor,SURFACES,,,,,,,
202,floor,SURFACES,,,,,,,
203,wall,,,,,,,,
204,wall,,,,,,,,
205,wall,,,,,,,,
206,wall,,,,,,,,
207,wall,,,,,,,,
208,wall,,,,,,,,
209,wall,,,,,,,,
210,wall,,,,,,,,
211,ceiling,,,,,,,,
212,ceiling,,,,,,,,
213,ceiling,,,,,,,,
214,ceiling,,,,,,,,
215,ceiling,,,,,,,,
216,ceiling,,,,,,,,
217,ceiling,,,,,,,,
218,ceiling,,,,,,,,
219,ceiling,,,,,,,,
220,doorjamb,,,,,,,,
221,window,CAN_OPEN,,,CLOSED,,,,
222,nightstand,SURFACES,CAN_OPEN,CONTAINERS,CLOSED,,,,
223,desk,SURFACES,CAN_OPEN,MOVABLE,CLOSED,,,,
224,chair,SURFACES,GRABBABLE,SITTABLE,,MOVABLE,,,
225,nightstand,SURFACES,CAN_OPEN,CONTAINERS,CLOSED,,,,
226,bookshelf,SURFACES,CONTAINERS,,,,,,
227,bed,SURFACES,SITTABLE,LIEABLE,,,,,
228,sofa,SURFACES,SITTABLE,LIEABLE,,MOVABLE,,,
229,cabinet,SURFACES,CAN_OPEN,CONTAINERS,CLOSED,,,,
230,wallpictureframe,GRABBABLE,HANGABLE,HAS_PAPER,,MOVABLE,,,
231,wallpictureframe,GRABBABLE,HANGABLE,HAS_PAPER,,MOVABLE,,,
232,rug,SURFACES,GRABBABLE,SITTABLE,,LIEABLE,MOVABLE,,
233,curtains,CAN_OPEN,COVER_OBJECT,MOVABLE,CLOSED,,,,
234,curtains,CAN_OPEN,COVER_OBJECT,MOVABLE,CLOSED,,,,
235,curtains,CAN_OPEN,COVER_OBJECT,MOVABLE,CLOSED,,,,
236,pillow,GRABBABLE,MOVABLE,,,,,,
237,pillow,GRABBABLE,MOVABLE,,,,,,
238,computer,HAS_SWITCH,LOOKABLE,,OFF,,,,
239,cpuscreen,,,,,,,,
240,keyboard,GRABBABLE,HAS_PLUG,MOVABLE,,,,,
241,lightswitch,HAS_SWITCH,HAS_PLUG,,ON,,,,
242,mouse,GRABBABLE,HAS_PLUG,MOVABLE,,,,,
243,mousemat,SURFACES,MOVABLE,,,,,,
244,radio,SURFACES,GRABBABLE,CAN_OPEN,OFF,HAS_SWITCH,HAS_PLUG,MOVABLE,
245,facecream,GRABBABLE,POURABLE,MOVABLE,,CREAM,,,
246,mug,GRABBABLE,RECIPIENT,POURABLE,,MOVABLE,,,
247,waterglass,GRABBABLE,RECIPIENT,POURABLE,,MOVABLE,,,
248,book,GRABBABLE,CUTTABLE,CAN_OPEN,CLOSED,READABLE,HAS_PAPER,MOVABLE,
249,photoframe,,,,,,,,
250,box,GRABBABLE,RECIPIENT,CAN_OPEN,CLOSED,CONTAINERS,COVER_OBJECT,MOVABLE,
251,book,GRABBABLE,CUTTABLE,CAN_OPEN,CLOSED,READABLE,HAS_PAPER,MOVABLE,
252,book,GRABBABLE,CUTTABLE,CAN_OPEN,CLOSED,READABLE,HAS_PAPER,MOVABLE,
253,apple,GRABBABLE,MOVABLE,,,,,,
254,apple,GRABBABLE,MOVABLE,,,,,,
255,bananas,GRABBABLE,MOVABLE,,,,,,
256,lime,GRABBABLE,MOVABLE,,,,,,
257,peach,,,,,,,,
258,peach,,,,,,,,
259,plum,GRABBABLE,MOVABLE,,,,,,
260,plum,GRABBABLE,MOVABLE,,,,,,
261,dishbowl,GRABBABLE,RECIPIENT,MOVABLE,,,,,
262,paper,GRABBABLE,READABLE,HAS_PAPER,,MOVABLE,,,
263,papertray,,,,,,,,
264,cellphone,GRABBABLE,HAS_SWITCH,HAS_PLUG,OFF,MOVABLE,,,
265,folder,GRABBABLE,CAN_OPEN,READABLE,CLOSED,CONTAINERS,HAS_PAPER,MOVABLE,
266,ceilinglamp,,,,,,,,
267,tablelamp,HAS_SWITCH,HAS_PLUG,,ON,,,,
268,tablelamp,HAS_SWITCH,HAS_PLUG,,ON,,,,
269,livingroom,,,,,,,,
270,wall,,,,,,,,
271,wall,,,,,,,,
272,wall,,,,,,,,
273,wall,,,,,,,,
274,wall,,,,,,,,
275,wall,,,,,,,,
276,wall,,,,,,,,
277,wall,,,,,,,,
278,ceiling,,,,,,,,
279,ceiling,,,,,,,,
280,ceiling,,,,,,,,
281,ceiling,,,,,,,,
282,ceiling,,,,,,,,
283,ceiling,,,,,,,,
284,ceiling,,,,,,,,
285,ceiling,,,,,,,,
286,ceiling,,,,,,,,
287,floor,SURFACES,,,,,,,
288,floor,SURFACES,,,,,,,
289,floor,SURFACES,,,,,,,
290,floor,SURFACES,,,,,,,
291,floor,SURFACES,,,,,,,
292,floor,SURFACES,,,,,,,
293,floor,SURFACES,,,,,,,
294,floor,SURFACES,,,,,,,
295,floor,SURFACES,,,,,,,
296,sofa,SURFACES,SITTABLE,LIEABLE,,MOVABLE,,,
297,coffeetable,SURFACES,MOVABLE,,,,,,
298,chair,SURFACES,GRABBABLE,SITTABLE,,MOVABLE,,,
299,desk,SURFACES,CAN_OPEN,MOVABLE,CLOSED,,,,
300,tvstand,SURFACES,MOVABLE,,,,,,
301,closet,CAN_OPEN,CONTAINERS,,CLOSED,,,,
302,bookshelf,SURFACES,CONTAINERS,,,,,,
303,computer,HAS_SWITCH,LOOKABLE,,OFF,,,,
304,cpuscreen,,,,,,,,
305,keyboard,GRABBABLE,HAS_PLUG,MOVABLE,,,,,
306,mousemat,SURFACES,MOVABLE,,,,,,
307,mouse,GRABBABLE,HAS_PLUG,MOVABLE,,,,,
308,tv,HAS_SWITCH,LOOKABLE,HAS_PLUG,OFF,,,,
309,powersocket,,,,,,,,
310,lightswitch,HAS_SWITCH,HAS_PLUG,,ON,,,,
311,rug,SURFACES,GRABBABLE,SITTABLE,,LIEABLE,MOVABLE,,
312,wallpictureframe,GRABBABLE,HANGABLE,HAS_PAPER,,MOVABLE,,,
313,orchid,,,,,,,,
314,pillow,GRABBABLE,MOVABLE,,,,,,
315,pillow,GRABBABLE,MOVABLE,,,,,,
316,wallpictureframe,GRABBABLE,HANGABLE,HAS_PAPER,,MOVABLE,,,
317,curtains,CAN_OPEN,COVER_OBJECT,MOVABLE,CLOSED,,,,
318,curtains,CAN_OPEN,COVER_OBJECT,MOVABLE,CLOSED,,,,
319,curtains,CAN_OPEN,COVER_OBJECT,MOVABLE,CLOSED,,,,
320,hanger,GRABBABLE,HANGABLE,MOVABLE,,,,,
321,hanger,GRABBABLE,HANGABLE,MOVABLE,,,,,
322,hanger,GRABBABLE,HANGABLE,MOVABLE,,,,,
323,clothesshirt,GRABBABLE,HANGABLE,CLOTHES,,MOVABLE,,,
324,clothesshirt,GRABBABLE,HANGABLE,CLOTHES,,MOVABLE,,,
325,clothespants,GRABBABLE,HANGABLE,CLOTHES,,MOVABLE,,,
326,book,GRABBABLE,CUTTABLE,CAN_OPEN,CLOSED,READABLE,HAS_PAPER,MOVABLE,
327,cellphone,GRABBABLE,HAS_SWITCH,HAS_PLUG,OFF,MOVABLE,,,
328,folder,GRABBABLE,CAN_OPEN,READABLE,CLOSED,CONTAINERS,HAS_PAPER,MOVABLE,
329,folder,GRABBABLE,CAN_OPEN,READABLE,CLOSED,CONTAINERS,HAS_PAPER,MOVABLE,
330,remotecontrol,GRABBABLE,HAS_SWITCH,MOVABLE,OFF,,,,
331,plate,SURFACES,GRABBABLE,RECIPIENT,,MOVABLE,,,
332,ceilinglamp,,,,,,,,
333,walllamp,,,,,,,,
334,walllamp,,,,,,,,
335,walllamp,,,,,,,,
336,walllamp,,,,,,,,
337,doorjamb,,,,,,,,
338,doorjamb,,,,,,,,
339,window,CAN_OPEN,,,CLOSED,,,,
340,cupcake,GRABBABLE,EATABLE,MOVABLE,,,,,
341,breadslice,GRABBABLE,EATABLE,CUTTABLE,,MOVABLE,,,
